SLNO,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
9734,3373924,Yes,71,90,E1,62.68,38.76,-14.71,No,No,Male,Direct,3,AXON,Kolkata,34,Joined
9735,3374050,No,2,90,E2,56.31,36.77,-12.5,No,No,Male,Employee Referral,6,ERS,Bangalore,34,Not Joined
9736,3374230,Yes,5,30,E2,60,-20,-50,No,No,Male,Direct,3,INFRA,Noida,34,Not Joined
9737,3374246,Yes,50,30,E1,66.67,50,-10,No,Yes,Male,Agency,3,ERS,Chennai,34,Joined
9738,3374292,No,20,30,E2,11.11,11.11,0,No,No,Male,Direct,6,AXON,Noida,34,Not Joined
9739,3374336,Yes,5,60,E1,80,140,33.33,No,No,Male,Employee Referral,2,CSMP,Noida,34,Not Joined
9741,3374369,Yes,29,30,E1,30.43,19.57,-8.33,No,No,Male,Employee Referral,4,CSMP,Noida,34,Not Joined
9742,3374372,No,27,30,E1,38.46,38.46,0,No,Yes,Male,Agency,4,AXON,Bangalore,34,Joined
9743,3374436,Yes,32,30,E1,66.67,77.78,6.67,No,No,Male,Direct,3,ERS,Chennai,34,Joined
9746,3374497,Yes,31,45,E1,47.54,21.31,-17.78,No,Yes,Male,Direct,4,EAS,Chennai,34,Joined
9747,3374526,No,3,45,E1,25,8.33,-13.33,No,No,Male,Agency,7,ERS,Noida,34,Joined
9748,3374531,No,27,90,E3,33.33,33.33,0,Yes,No,Male,Direct,11,ERS,Chennai,34,Joined
9750,3374584,No,26,30,E1,21.21,21.21,0,No,No,Male,Agency,4,CSMP,Noida,34,Not Joined
9751,3374644,Yes,42,30,E1,1.88,1.88,0,No,No,Male,Direct,4,BFSI,Bangalore,34,Joined
9752,3374653,No,2,30,E1,85.21,63.84,-11.54,No,No,Female,Direct,4,ERS,Chennai,34,Joined
9753,3374670,No,56,30,E1,54.03,54.03,0,Yes,No,Male,Agency,5,ERS,Chennai,34,Joined
9755,3374718,Yes,14,45,E2,30,-2.5,-25,Yes,No,Male,Agency,7,ERS,Noida,34,Joined
9757,3374738,Yes,5,30,E2,52.94,45.88,-4.62,Yes,No,Male,Direct,6,ETS,Bangalore,34,Joined
9758,3374806,Yes,6,30,E1,42.86,27.14,-11,No,No,Male,Employee Referral,2,CSMP,Noida,34,Joined
9759,3374831,Yes,12,60,E1,81.82,43.94,-20.83,No,No,Female,Agency,3,ERS,Noida,34,Not Joined
9760,3374837,Yes,15,30,E1,78.57,57.14,-12,No,No,Male,Agency,3,CSMP,Noida,34,Joined
9761,3374898,Yes,57,30,E2,7.14,13.73,6.14,Yes,No,Male,Direct,8,INFRA,Mumbai,34,Not Joined
9762,3374917,Yes,7,0,E2,32.61,32.61,0,No,No,Male,Employee Referral,13,INFRA,Mumbai,34,Joined
9763,3374942,Yes,69,30,E1,52.78,22.22,-20,No,No,Male,Employee Referral,2,CSMP,Noida,34,Joined
9764,3374991,No,1,45,E3,42.86,42.86,0,No,No,Male,Employee Referral,5,INFRA,Chennai,34,Joined
9765,3375017,Yes,71,60,E1,25,25,0,No,Yes,Male,Direct,4,AXON,Chennai,34,Joined
9766,3375021,Yes,0,45,E1,3.33,3.33,0,No,No,Female,Direct,3,INFRA,Noida,34,Joined
9767,3375054,No,29,60,E2,28.57,24.29,-3.33,No,No,Female,Employee Referral,5,INFRA,Noida,34,Joined
9768,3376836,No,21,45,E2,42.36,42.36,0,Yes,Yes,Male,Agency,6,ETS,Bangalore,34,Joined
9769,3376920,No,18,60,E2,66.67,50,-10,No,No,Female,Employee Referral,5,INFRA,Bangalore,34,Joined
9770,3376922,No,8,60,E1,62.16,36.49,-15.83,No,No,Male,Agency,3,BFSI,Chennai,34,Joined
9772,3377013,No,3,30,E1,51.22,51.22,0,No,No,Female,Agency,3,CSMP,Noida,34,Joined
9773,3377156,Yes,63,60,E1,33.33,33.33,0,No,No,Female,Direct,3,ETS,Chennai,34,Not Joined
9774,3377214,No,7,60,E1,72.08,20.46,-30,No,No,Male,Agency,4,ERS,Bangalore,34,Not Joined
9775,3377247,Yes,3,30,E1,73.08,71.15,-1.11,No,No,Male,Direct,3,CSMP,Chennai,34,Not Joined
9778,3377296,No,1,30,E1,44.44,33.33,-7.69,No,No,Male,Direct,5,ERS,Noida,34,Joined
9779,3377319,Yes,8,30,E2,4.35,8.7,4.17,Yes,No,Male,Direct,6,ERS,Chennai,34,Not Joined
9781,3377366,Yes,6,45,E1,33.33,15.38,-13.46,No,Yes,Male,Direct,3,ERS,Chennai,34,Joined
9782,3378335,Yes,9,60,E1,44.44,23.61,-14.42,No,No,Female,Employee Referral,2,CSMP,Noida,34,Not Joined
9783,3378369,Yes,5,30,E1,114.72,206.75,42.86,No,Yes,Male,Agency,3,ERS,Chennai,34,Joined
9785,3378376,No,2,30,E1,0,-6.35,-6.35,No,Yes,Male,Agency,4,ERS,Chennai,34,Joined
9786,3378379,Yes,2,60,E1,25,-13.75,-31,No,No,Male,Agency,3,ERS,Noida,34,Not Joined
9787,3379260,No,1,30,E1,20,10,-8.33,No,Yes,Male,Direct,3,ERS,Chennai,34,Joined
9788,3379280,No,0,90,E1,60.92,56.32,-2.86,Yes,No,Male,Direct,3,AXON,Hyderabad,34,Joined
9791,3379393,Yes,28,60,E1,48.88,61.29,8.33,Yes,No,Male,Direct,3,ERS,Noida,34,Joined
9793,3379451,Yes,5,60,E1,43.98,43.98,0,No,Yes,Female,Direct,3,BFSI,Chennai,34,Joined
9794,3379471,No,39,45,E2,50,30,-13.33,Yes,Yes,Male,Direct,5,ETS,Noida,34,Joined
9795,3379487,Yes,60,90,E1,25,15.63,-7.5,Yes,No,Male,Direct,4,ETS,Noida,34,Joined
9796,3379489,Yes,8,60,E2,37.1,69.35,23.53,No,Yes,Male,Direct,6,ERS,Chennai,34,Joined
9797,3379551,No,2,30,E1,36.84,47.37,7.69,No,No,Male,Direct,3,ETS,Chennai,34,Joined
9799,3379570,Yes,57,30,E1,36,32,-2.94,No,Yes,Male,Agency,4,ERS,Chennai,34,Joined
9800,3379617,Yes,1,60,E1,60.71,42.86,-11.11,No,No,Male,Direct,3,ERS,Gurgaon,34,Joined
9801,3379636,Yes,60,30,E1,28.57,25,-2.78,No,No,Female,Direct,2,CSMP,Chennai,34,Joined
9804,3379647,No,11,30,E2,36,50,10.29,No,Yes,Male,Direct,2,INFRA,Kolkata,34,Joined
9808,3379706,Yes,41,30,E1,50,30,-13.33,No,No,Male,Direct,2,INFRA,Bangalore,34,Joined
9809,3379717,Yes,4,30,E1,56.25,43.23,-8.33,No,No,Male,Agency,4,CSMP,Noida,34,Not Joined
9810,3379728,No,5,60,E1,64.36,53.98,-6.32,No,Yes,Female,Agency,3,CSMP,Noida,34,Joined
9811,3379729,Yes,32,0,E1,50,68,12,No,No,Male,Direct,1,INFRA,Chennai,34,Joined
9812,3379731,Yes,13,0,E2,33.33,50,12.5,No,No,Male,Direct,3,INFRA,Chennai,34,Joined
9813,3379733,Yes,6,30,E1,62.79,39.53,-14.29,No,Yes,Male,Agency,4,CSMP,Noida,34,Joined
9814,3379738,No,1,30,E1,50,68.4,12.27,No,No,Male,Direct,3,INFRA,Chennai,34,Not Joined
9815,3379751,Yes,74,60,E2,45.63,35.92,-6.67,No,No,Male,Direct,4,INFRA,Gurgaon,34,Joined
9816,3379784,No,15,0,E1,40.19,38.63,-1.11,No,Yes,Male,Direct,4,CSMP,Chennai,34,Joined
9817,3379803,Yes,8,45,E1,66.67,57.5,-5.5,Yes,No,Male,Direct,3,ETS,Hyderabad,34,Joined
9818,3379818,No,11,30,E1,66.67,44,-13.6,No,No,Male,Employee Referral,2,INFRA,Noida,34,Joined
9819,3379829,Yes,32,30,E2,22.22,-11.11,-27.27,No,No,Male,Direct,3,INFRA,Bangalore,34,Joined
9820,3379847,Yes,5,60,E1,50.12,33.95,-10.77,No,No,Male,Agency,3,ERS,Chennai,34,Joined
9821,3379850,No,1,0,E1,8.7,-6.09,-13.6,No,No,Male,Agency,2,INFRA,Noida,34,Joined
9822,3379859,Yes,46,30,E1,122.22,122.22,0,No,No,Male,Agency,2,ERS,Chennai,34,Joined
9823,3379868,No,0,30,E1,50,50,0,No,No,Male,Direct,4,INFRA,Bangalore,34,Joined
9824,3379871,No,3,30,E1,52.78,34.72,-11.82,No,No,Female,Direct,2,BFSI,Mumbai,34,Not Joined
9825,3379906,Yes,46,30,E1,50,100,33.33,No,No,Male,Agency,3,INFRA,Bangalore,34,Joined
9826,3379925,Yes,38,60,E2,55.17,55.17,0,Yes,Yes,Male,Employee Referral,6,EAS,Hyderabad,34,Joined
9827,3379934,Yes,46,30,E1,103.88,103.88,0,No,No,Male,Agency,3,ERS,Chennai,34,Joined
9829,3380007,No,3,30,E1,50,100,33.33,No,No,Male,Agency,2,INFRA,Bangalore,34,Not Joined
9831,3380028,No,25,60,E1,49.25,32.84,-11,No,No,Male,Agency,3,CSMP,Noida,34,Not Joined
9832,3380034,Yes,10,30,E1,100,66.67,-16.67,No,No,Female,Direct,2,ERS,Chennai,34,Joined
9834,3380047,No,4,60,E1,55.37,41.24,-9.09,No,Yes,Male,Agency,3,CSMP,Noida,34,Joined
9835,3380062,Yes,4,60,E1,25,8.33,-13.33,No,Yes,Female,Agency,4,CSMP,Noida,34,Joined
9836,3380068,No,34,30,E1,30.43,28.99,-1.11,No,No,Male,Agency,2,CSMP,Noida,34,Not Joined
9837,3380092,Yes,81,60,E1,32.08,32.08,0,No,Yes,Male,Direct,4,EAS,Chennai,34,Joined
9838,3380099,Yes,24,0,E1,50.94,50.94,0,No,No,Female,Direct,4,ERS,Chennai,34,Joined
9839,3380106,No,37,30,E2,40,49.42,6.73,No,No,Male,Direct,4,INFRA,Bangalore,34,Not Joined
9840,3380109,Yes,29,30,E1,50,100,33.33,No,No,Male,Direct,4,INFRA,Bangalore,34,Joined
9841,3380113,No,4,30,E1,63.04,61.23,-1.11,No,Yes,Male,Direct,4,CSMP,Noida,34,Joined
9842,3380119,Yes,50,30,E1,189.86,189.86,0,No,Yes,Male,Direct,3,CSMP,Noida,34,Joined
9843,3380123,Yes,11,30,E1,50,50,0,No,Yes,Male,Agency,1,INFRA,Bangalore,34,Joined
9844,3380152,No,32,30,E1,52.78,73.61,13.64,No,Yes,Male,Direct,3,ERS,Chennai,34,Joined
9845,3380154,No,2,0,E1,50,50,0,No,Yes,Male,Agency,3,INFRA,Bangalore,34,Joined
9846,3380162,No,1,0,E1,16.67,-10,-22.86,No,No,Female,Direct,1,INFRA,Noida,34,Joined
9847,3380191,No,2,0,E1,50,15,-23.33,No,No,Male,Agency,2,INFRA,Bangalore,34,Not Joined
9849,3380199,No,4,30,E1,50,50,0,No,No,Male,Agency,3,INFRA,Bangalore,34,Not Joined
9850,3380209,No,2,30,E1,38.89,24.07,-10.67,No,Yes,Male,Direct,4,ETS,Bangalore,34,Joined
9851,3380219,Yes,60,60,E1,50,30,-13.33,No,Yes,Male,Agency,2,INFRA,Bangalore,34,Joined
9852,3380224,Yes,59,45,E1,50,80,20,No,Yes,Male,Agency,2,INFRA,Bangalore,34,Joined
9853,3380226,No,2,0,E1,50,60,6.67,No,Yes,Female,Agency,3,INFRA,Bangalore,34,Joined
9854,3380228,Yes,41,90,E1,35.14,56.76,16,No,No,Female,Direct,2,ETS,Chennai,34,Joined
9855,3380230,Yes,26,30,E1,50,25,-16.67,No,Yes,Male,Agency,2,INFRA,Bangalore,34,Joined
9856,3380234,Yes,11,30,E1,50,25,-16.67,No,Yes,Female,Agency,1,INFRA,Bangalore,34,Joined
9857,3380239,No,21,30,E2,66.67,33.33,-20,No,Yes,Male,Agency,3,INFRA,Chennai,34,Joined
9858,3380265,No,16,60,E1,61.76,70.59,5.45,No,No,Male,Direct,3,ETS,Chennai,34,Not Joined
9859,3380278,Yes,26,30,E1,66.67,66.67,0,No,No,Female,Direct,1,INFRA,Chennai,34,Joined
9860,3380307,Yes,0,60,E1,69.49,69.49,0,No,Yes,Male,Employee Referral,3,EAS,Chennai,34,Joined
9861,3380529,No,10,30,E1,28.57,27.14,-1.11,No,Yes,Female,Employee Referral,2,BFSI,Chennai,34,Joined
9864,3381914,No,13,0,E1,39.13,39.13,0,No,No,Male,Agency,3,ERS,Bangalore,34,Joined
9866,3381924,No,1,0,E1,39.13,95.65,40.63,No,No,Male,Agency,3,ERS,Bangalore,34,Joined
9868,3381939,No,16,30,E1,55.56,44.44,-7.14,No,No,Male,Direct,5,CSMP,Hyderabad,34,Joined
9869,3381941,No,13,30,E2,57.02,32.23,-15.79,No,No,Male,Direct,5,CSMP,Bangalore,34,Joined
9870,3381946,Yes,49,90,E1,35.43,33.86,-1.16,No,No,Male,Direct,6,AXON,Hyderabad,34,Joined
9871,3381953,No,1,0,E1,60,87,16.88,No,No,Male,Employee Referral,2,INFRA,Noida,34,Joined
9872,3381961,No,12,30,E1,0,0,0,Yes,No,Male,Agency,5,ERS,Chennai,34,Not Joined
9873,3381975,No,1,30,E1,53.85,53.85,0,No,No,Male,Agency,3,ERS,Chennai,34,Joined
9874,3381978,Yes,7,45,E1,50,8,-28,No,No,Female,Employee Referral,1,INFRA,Noida,34,Joined
9875,3381986,No,32,30,E1,21.43,42.86,17.65,No,No,Male,Agency,2,ERS,Chennai,34,Joined
9876,3381987,Yes,47,30,E1,38.89,33.33,-4,No,No,Female,Direct,5,AXON,Hyderabad,34,Joined
9877,3381999,Yes,11,60,E2,73.59,55.79,-10.26,No,No,Male,Agency,8,ERS,Chennai,34,Not Joined
9878,3382007,Yes,8,30,E1,65.12,65.12,0,No,No,Male,Agency,2,ERS,Chennai,34,Joined
9880,3382015,No,1,45,E1,35.93,35.93,0,No,No,Male,Agency,3,ERS,Chennai,34,Not Joined
9881,3382016,No,3,90,E1,36.36,36.36,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9882,3382017,Yes,60,60,E1,37.57,37.57,0,No,No,Female,Direct,3,BFSI,Bangalore,34,Joined
9883,3382019,No,61,60,E1,44.93,44.93,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9885,3382022,Yes,35,30,E1,18.42,18.42,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Not Joined
9886,3382023,Yes,39,30,E1,33.33,33.33,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9887,3382024,Yes,32,30,E1,16,16,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9888,3382025,Yes,37,30,E1,30,30,0,No,No,Female,Direct,3,BFSI,Bangalore,34,Joined
9889,3382026,No,7,90,E1,20,20,0,No,No,Female,Employee Referral,3,BFSI,Bangalore,34,Joined
9890,3382027,No,32,30,E1,34.29,34.29,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9891,3382028,Yes,15,60,E1,59.46,59.46,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Not Joined
9892,3382031,No,29,30,E1,16.98,16.98,0,No,No,Female,Direct,3,BFSI,Bangalore,34,Joined
9893,3382032,No,67,60,E1,44.44,33.33,-7.69,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9894,3382033,No,35,30,E1,44.44,30.56,-9.62,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9895,3382036,No,39,30,E1,40.63,40.63,0,No,No,Male,Direct,4,BFSI,Bangalore,34,Joined
9896,3382038,No,39,30,E1,25,25,0,No,No,Male,Direct,4,BFSI,Bangalore,34,Joined
9897,3382039,No,38,30,E1,13.64,13.64,0,No,No,Male,Direct,4,BFSI,Bangalore,34,Joined
9898,3382040,Yes,67,60,E1,36.36,36.36,0,No,No,Male,Direct,4,BFSI,Bangalore,34,Not Joined
9899,3382043,Yes,59,30,E1,30,30,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9900,3382048,Yes,46,30,E1,15.79,15.79,0,No,No,Male,Direct,3,CSMP,Noida,34,Joined
9901,3382061,No,5,90,E1,34.62,34.62,0,No,No,Female,Employee Referral,4,ERS,Chennai,34,Not Joined
9902,3382094,Yes,68,60,E1,73.08,73.08,0,No,Yes,Male,Employee Referral,2,ERS,Chennai,34,Joined
9904,3382112,No,36,30,E1,33.33,33.33,0,No,No,Male,Direct,3,BFSI,Chennai,34,Joined
9905,3382114,No,51,90,E1,44.44,44.44,0,No,No,Male,Direct,3,BFSI,Chennai,34,Joined
9906,3382116,No,10,30,E1,74.16,19.38,-31.45,No,No,Female,Direct,3,BFSI,Chennai,34,Joined
9907,3382117,No,6,30,E1,30.43,30.43,0,No,No,Male,Direct,4,BFSI,Chennai,34,Joined
9908,3382178,Yes,7,60,E1,50,48.33,-1.11,No,No,Male,Employee Referral,3,ERS,Chennai,34,Joined
9910,3382279,No,35,30,E1,30.95,30.95,0,No,No,Male,Direct,4,BFSI,Bangalore,34,Joined
9911,3382280,Yes,27,30,E1,18.18,18.18,0,No,No,Male,Direct,5,BFSI,Bangalore,34,Joined
9912,3382287,No,1,30,E1,19.59,19.59,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Not Joined
9913,3382288,No,39,30,E1,18.42,18.42,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9914,3382290,No,6,30,E1,19.05,7.14,-10,No,No,Female,Direct,3,BFSI,Bangalore,34,Not Joined
9915,3382292,No,91,60,E1,46.07,46.07,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9916,3382293,No,35,30,E1,10,10,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9917,3382294,No,39,30,E1,18.42,18.42,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9918,3382295,Yes,66,30,E1,23.32,23.32,0,No,No,Female,Direct,3,BFSI,Bangalore,34,Joined
9919,3382297,No,2,30,E1,24.44,24.44,0,No,No,Male,Direct,4,BFSI,Bangalore,34,Not Joined
9920,3382308,Yes,29,30,E1,47.37,52.63,3.57,No,No,Male,Direct,3,ETS,Noida,34,Joined
9921,3382309,Yes,5,60,E2,33.33,20.83,-9.38,No,No,Male,Employee Referral,5,CSMP,Noida,34,Not Joined
9922,3382314,No,20,30,E1,66.67,97.22,18.33,No,Yes,Male,Employee Referral,2,ERS,Chennai,34,Joined
9923,3382374,No,4,30,E1,25,25,0,No,No,Male,Direct,2,INFRA,Chennai,34,Not Joined
9925,3382409,Yes,11,30,E1,20,20,0,No,No,Female,Direct,3,INFRA,Bangalore,34,Joined
9927,3382435,Yes,5,30,E1,28.57,26.19,-1.85,No,No,Male,Direct,3,ERS,Chennai,34,Joined
9929,3382454,No,13,0,E1,33.33,76.67,32.5,No,No,Female,Employee Referral,5,ERS,Chennai,34,Joined
9930,3382467,Yes,56,90,E2,23.08,25.38,1.88,No,No,Male,Direct,7,AXON,Noida,34,Joined
9932,3382494,Yes,35,30,E1,14.29,14.29,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9933,3382495,Yes,15,30,E1,33.33,22.22,-8.33,No,No,Male,Direct,3,CSMP,Noida,34,Joined
9934,3382496,No,33,30,E1,30.56,25,-4.26,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9935,3382497,No,38,30,E1,31.58,31.58,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9936,3382499,Yes,35,30,E1,38.46,38.46,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9937,3382500,Yes,41,30,E1,50,50,0,No,No,Female,Direct,3,BFSI,Bangalore,34,Joined
9938,3382501,Yes,38,30,E1,25,25,0,No,No,Female,Direct,3,BFSI,Bangalore,34,Joined
9940,3382503,No,34,30,E1,7.14,7.14,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9941,3382504,No,42,45,E1,37.14,37.14,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9942,3382507,Yes,33,30,E1,28.57,28.57,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9944,3382510,No,23,30,E1,30,30,0,No,No,Female,Direct,3,BFSI,Bangalore,34,Joined
9945,3382511,Yes,62,30,E1,28.57,28.57,0,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
9946,3382512,Yes,32,30,E2,45.83,45.83,0,No,No,Female,Direct,7,BFSI,Bangalore,34,Joined
9948,3382556,Yes,3,30,E1,62.16,91.89,18.33,No,Yes,Male,Employee Referral,2,ERS,Chennai,34,Joined
9949,3382566,Yes,42,90,E2,66.67,58.33,-5,Yes,No,Male,Employee Referral,7,ETS,Chennai,34,Joined
9952,3382598,Yes,4,30,E1,91.67,91.67,0,No,No,Female,Employee Referral,6,ERS,Chennai,34,Joined
9953,3382606,Yes,83,90,E1,62.79,41.86,-12.86,No,No,Male,Direct,3,AXON,Noida,34,Not Joined
9954,3382607,Yes,53,60,E2,36,36,0,No,No,Male,Direct,7,ETS,Noida,34,Joined
9955,3382624,No,42,90,E2,33.76,37.58,2.86,No,Yes,Male,Direct,6,ETS,Noida,34,Joined
9956,3382643,Yes,5,60,E2,33.33,33.33,0,No,No,Male,Agency,6,BFSI,Pune,34,Not Joined
9957,3382646,No,3,0,E1,50,50,0,No,Yes,Male,Agency,2,ERS,Chennai,34,Joined
9958,3382652,Yes,4,30,E3,125,83.33,-18.52,No,No,Male,Direct,7,INFRA,Chennai,34,Joined
9960,3382670,Yes,12,30,E1,60,51.05,-5.59,No,No,Male,Direct,1,INFRA,Noida,34,Joined
9961,3382682,Yes,54,60,E1,15.38,30.77,13.33,No,No,Male,Direct,4,ETS,Noida,34,Joined
9963,3382702,Yes,7,0,E2,66.42,66.42,0,No,No,Male,Employee Referral,9,ERS,Chennai,34,Joined
9964,3382715,No,59,60,E1,47.54,31.15,-11.11,Yes,No,Female,Direct,4,ETS,Noida,34,Joined
9965,3382728,Yes,27,45,E1,27.27,9.09,-14.29,No,Yes,Male,Direct,3,ETS,Chennai,34,Joined
9966,3382885,Yes,41,75,E1,66.67,68.33,1,No,No,Male,Direct,4,CSMP,Chennai,34,Joined
9967,3382888,No,9,90,E2,53.33,33.33,-13.04,No,No,Male,Direct,7,ERS,Chennai,34,Not Joined
9968,3382895,Yes,45,30,E2,53.85,46.15,-5,No,No,Male,Direct,6,ERS,Bangalore,34,Not Joined
9970,3382943,Yes,6,30,E1,10.03,5.18,-4.41,No,Yes,Male,Direct,5,ETS,Bangalore,34,Joined
9973,3382986,Yes,61,60,E1,97.74,97.74,0,No,No,Male,Direct,3,ETS,Bangalore,34,Joined
9975,3383761,No,1,30,E1,38.46,23.08,-11.11,No,No,Male,Agency,3,ERS,Pune,34,Joined
9977,3383909,Yes,40,30,E1,42.86,42.86,0,No,No,Male,Direct,3,ETS,Bangalore,34,Joined
9978,3383911,Yes,29,60,E1,111.27,111.27,0,No,No,Male,Direct,3,ETS,Bangalore,34,Not Joined
9980,3383938,Yes,64,60,E1,66.67,52.78,-8.33,No,No,Male,Direct,4,ETS,Bangalore,34,Joined
9984,3384348,Yes,63,60,E2,27.52,30.87,2.63,Yes,Yes,Male,Employee Referral,6,AXON,Chennai,34,Joined
9985,3384363,No,12,60,E1,36.99,36.99,0,No,Yes,Male,Employee Referral,3,ERS,Chennai,34,Joined
9986,3384478,No,0,30,E2,30.32,35.11,3.67,No,Yes,Male,Agency,7,INFRA,Noida,34,Joined
9987,3384654,No,7,0,E2,31.48,31.48,0,No,Yes,Male,Employee Referral,3,INFRA,Chennai,34,Joined
9989,3384815,Yes,49,30,E1,23.81,23.81,0,No,No,Male,Direct,2,CSMP,Noida,34,Joined
9990,3384828,No,10,60,E3,10.75,10.75,0,Yes,Yes,Male,Direct,16,ERS,Chennai,34,Joined
9995,3385043,Yes,26,30,E1,50,8,-28,No,No,Male,Agency,1,INFRA,Noida,34,Joined
9997,3385071,No,4,60,E2,52.94,32.94,-13.08,No,No,Female,Direct,6,INFRA,Noida,34,Not Joined
9998,3385108,No,18,30,E1,66.67,33.34,-20,No,No,Male,Direct,4,INFRA,Cochin,34,Joined
9999,3385113,No,44,45,E1,35.59,35.59,0,No,No,Male,Direct,3,ETS,Chennai,34,Not Joined
10000,3385154,No,6,30,E1,42.86,42.86,0,No,No,Male,Direct,1,INFRA,Noida,34,Joined
10004,3385388,Yes,6,30,E2,27.45,27.45,0,No,No,Male,Employee Referral,8,INFRA,Chennai,34,Joined
10005,3385525,Yes,20,45,E1,133.33,133.33,0,No,Yes,Male,Employee Referral,2,ERS,Chennai,34,Joined
10006,3385847,No,7,0,E2,42.86,42.86,0,No,No,Male,Employee Referral,6,INFRA,Noida,34,Joined
10008,3386905,No,6,30,E1,100,97.22,-1.39,No,No,Female,Direct,2,ERS,Chennai,34,Joined
10009,3387087,Yes,62,45,E1,42.86,42.86,0,No,No,Male,Direct,3,ETS,Noida,34,Joined
10010,3387179,Yes,45,30,E1,36.36,-1.82,-28,No,No,Female,Direct,1,INFRA,Noida,34,Joined
10011,3387321,Yes,67,60,E3,7.96,7.96,0,No,No,Male,Employee Referral,5,INFRA,Noida,34,Joined
10012,3387400,Yes,45,60,E3,30.36,30.36,0,No,No,Male,Employee Referral,8,INFRA,Noida,34,Joined
10015,3387616,Yes,57,60,E1,42.86,42.86,0,No,No,Male,Agency,4,ERS,Chennai,34,Joined
10016,3387733,No,26,60,E2,31.25,35,2.86,Yes,No,Male,Direct,6,ETS,Noida,34,Joined
10021,3387901,No,8,60,E2,50,25,-16.67,No,No,Male,Agency,6,INFRA,Hyderabad,34,Not Joined
10025,3389704,Yes,26,0,E1,50,50,0,No,No,Male,Agency,1,INFRA,Noida,34,Joined
10027,3390129,Yes,2,30,E1,55.56,53.33,-1.43,No,No,Female,Direct,3,ERS,Noida,34,Joined
10028,3391380,Yes,43,30,E2,92.68,92.68,0,No,No,Male,Employee Referral,3,INFRA,Mumbai,34,Joined
10030,3392792,No,18,45,E2,50,31.25,-12.5,No,No,Male,Agency,6,ERS,Chennai,34,Not Joined
10031,3392804,Yes,7,60,E1,118.18,114.55,-1.67,No,No,Male,Agency,3,ERS,Chennai,34,Not Joined
10033,3393127,No,1,0,E1,42.86,42.86,0,No,No,Male,Employee Referral,2,INFRA,Others,34,Joined
10036,3393391,No,1,45,E1,81.82,127.27,25,No,Yes,Male,Direct,2,ERS,Noida,34,Joined
10037,3393405,No,1,30,E1,81.82,93.18,6.25,No,No,Male,Direct,1,ERS,Noida,34,Not Joined
10038,3393474,Yes,69,60,E2,40,20,-14.29,No,No,Male,Employee Referral,8,ERS,Chennai,34,Joined
10039,3395666,Yes,2,0,E1,122.22,66.67,-25,No,No,Male,Direct,2,ERS,Chennai,34,Joined
10041,3395836,Yes,3,30,E2,50,13.13,-24.58,No,No,Male,Employee Referral,7,ERS,Noida,34,Not Joined
10042,3395854,Yes,22,60,E2,23.08,29.23,5,No,No,Male,Direct,5,INFRA,Noida,34,Joined
10050,3398147,Yes,57,60,E3,39.78,29.03,-7.69,No,No,Male,Employee Referral,5,INFRA,Noida,34,Joined
10053,3399383,No,30,90,E2,15,5,-8.7,No,No,Male,Direct,8,ETS,Chennai,34,Joined
10054,3399400,Yes,11,30,E1,25,25,0,No,No,Male,Employee Referral,2,INFRA,Chennai,34,Joined
10055,3399536,No,5,45,E1,73.08,65.38,-4.44,No,No,Male,Direct,3,ERS,Chennai,34,Not Joined
10058,3399601,Yes,7,0,E2,25,1.25,-19,No,No,Female,Employee Referral,4,ERS,Chennai,34,Joined
10059,3399609,No,3,30,E1,53.85,44.87,-5.83,Yes,Yes,Male,Agency,3,AXON,Noida,34,Joined
10062,3399664,No,0,0,E2,42.86,24.29,-13,No,No,Male,Employee Referral,5,INFRA,Gurgaon,34,Joined
10063,3399675,Yes,5,60,E1,90.48,58.73,-16.67,No,No,Male,Agency,3,ERS,Noida,34,Not Joined
